species;genus;family;Order;class
Myrcia delicata;Myrcia;Myrtaceae;Myrtales;Magnoliopsida
Myrcia barituensis;Myrcia;Myrtaceae;Myrtales;Magnoliopsida
Rhus retusa;Rhus;Anacardiaceae;Sapindales;Magnoliopsida
Ecastaphyllum dubium;Ecastaphyllum;Fabaceae;Fabales;Magnoliopsida
Toubaouate brevipaniculata;Toubaouate;Fabaceae;Fabales;Magnoliopsida
Racosperma multispicatum;Racosperma;Fabaceae;Fabales;Magnoliopsida
Racosperma hopperianum;Racosperma;Fabaceae;Fabales;Magnoliopsida
Pongamia pinnata;Pongamia;Fabaceae;Fabales;Magnoliopsida
Piptomeris sternbergiana;Piptomeris;Fabaceae;Fabales;Magnoliopsida
Oxystigma mannii;Oxystigma;Fabaceae;Fabales;Magnoliopsida
Limadendron hostmannii;Limadendron;Fabaceae;Fabales;Magnoliopsida
Limadendron amazonicum;Limadendron;Fabaceae;Fabales;Magnoliopsida
Lecointea peruviana;Lecointea;Fabaceae;Fabales;Magnoliopsida
Lecointea ovalifolia;Lecointea;Fabaceae;Fabales;Magnoliopsida
Lecointea marcano-bertii;Lecointea;Fabaceae;Fabales;Magnoliopsida
Lecointea amazonica;Lecointea;Fabaceae;Fabales;Magnoliopsida
Koompassia malaccensis;Koompassia;Fabaceae;Fabales;Magnoliopsida
Koompassia grandiflora;Koompassia;Fabaceae;Fabales;Magnoliopsida
Koompassia excelsa;Koompassia;Fabaceae;Fabales;Magnoliopsida
Kalappia celebica;Kalappia;Fabaceae;Fabales;Magnoliopsida
Isomacrolobium vignei;Isomacrolobium;Fabaceae;Fabales;Magnoliopsida
Isomacrolobium triplisomere;Isomacrolobium;Fabaceae;Fabales;Magnoliopsida
Isomacrolobium sargosii;Isomacrolobium;Fabaceae;Fabales;Magnoliopsida
Isomacrolobium obanense;Isomacrolobium;Fabaceae;Fabales;Magnoliopsida
Isomacrolobium nigericum;Isomacrolobium;Fabaceae;Fabales;Magnoliopsida
Isomacrolobium leptorrhachis;Isomacrolobium;Fabaceae;Fabales;Magnoliopsida
Isomacrolobium lebrunii;Isomacrolobium;Fabaceae;Fabales;Magnoliopsida
Isomacrolobium isopetalum;Isomacrolobium;Fabaceae;Fabales;Magnoliopsida
Isomacrolobium hallei;Isomacrolobium;Fabaceae;Fabales;Magnoliopsida
Isomacrolobium graciliflorum;Isomacrolobium;Fabaceae;Fabales;Magnoliopsida
Isomacrolobium explicans;Isomacrolobium;Fabaceae;Fabales;Magnoliopsida
Indopiptadenia oudhensis;Indopiptadenia;Fabaceae;Fabales;Magnoliopsida
Hybosema robustum;Hybosema;Fabaceae;Fabales;Magnoliopsida
Hybosema ehrenbergii;Hybosema;Fabaceae;Fabales;Magnoliopsida
Hebestigma cubense;Hebestigma;Fabaceae;Fabales;Magnoliopsida
Gigasiphon macrosiphon;Gigasiphon;Fabaceae;Fabales;Magnoliopsida
Gigasiphon humblotianum;Gigasiphon;Fabaceae;Fabales;Magnoliopsida
Feuilleea vitiensis;Feuilleea;Fabaceae;Fabales;Magnoliopsida
Fedorovia laxa;Fedorovia;Campanulaceae;Asterales;Magnoliopsida
Fedorovia inopinata;Fedorovia;Campanulaceae;Asterales;Magnoliopsida
Chamaefistula toroana;Chamaefistula;Fabaceae;Fabales;Magnoliopsida
Astracantha arnacanthoides;Astracantha;Fabaceae;Fabales;Magnoliopsida
Amphiodon effusus;Amphiodon;Fabaceae;Fabales;Magnoliopsida
Dalbergia spinosa;Dalbergia;Fabaceae;Fabales;Magnoliopsida
Dalbergia salvanaturae;Dalbergia;Fabaceae;Fabales;Magnoliopsida
Dalbergia ruddiae;Dalbergia;Fabaceae;Fabales;Magnoliopsida
Dalbergia riedelii;Dalbergia;Fabaceae;Fabales;Magnoliopsida
Dalbergia rhachiflexa;Dalbergia;Fabaceae;Fabales;Magnoliopsida
Dalbergia pervillei;Dalbergia;Fabaceae;Fabales;Magnoliopsida
Dalbergia modesta;Dalbergia;Fabaceae;Fabales;Magnoliopsida
Dalbergia mimosella;Dalbergia;Fabaceae;Fabales;Magnoliopsida
Dalbergia luteola;Dalbergia;Fabaceae;Fabales;Magnoliopsida
Dalbergia longepedunculata;Dalbergia;Fabaceae;Fabales;Magnoliopsida
Dalbergia fusca;Dalbergia;Fabaceae;Fabales;Magnoliopsida
Dalbergia frutescens;Dalbergia;Fabaceae;Fabales;Magnoliopsida
Dalbergia comorensis;Dalbergia;Fabaceae;Fabales;Magnoliopsida
Dalbergia agudeloi;Dalbergia;Fabaceae;Fabales;Magnoliopsida
Trochisandra indica;Trochisandra;Centroplacaceae;Malpighiales;Magnoliopsida
Humiriastrum subcrenatum;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Humiriastrum dentatum;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Humiriastrum glaziovii;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Humiriastrum cuspidatum;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Humiriastrum diguense;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Humiriastrum excelsum;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Humiriastrum colombianum;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Humiriastrum liesneri;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Humiriastrum mapiriense;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Humiriastrum melanocarpum;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Humiriastrum obovatum;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Humiriastrum ottohuberi;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Humiriastrum piraparanense;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Humiriastrum procerum;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Humiriastrum spiritu-sancti;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Humiriastrum villosum;Humiriastrum;Humiriaceae;Malpighiales;Magnoliopsida
Sacoglottis mattogrossensis;Sacoglottis;Humiriaceae;Malpighiales;Magnoliopsida
Sacoglottis gabonensis;Sacoglottis;Humiriaceae;Malpighiales;Magnoliopsida
Sacoglottis cydonioides;Sacoglottis;Humiriaceae;Malpighiales;Magnoliopsida
Sacoglottis guianensis;Sacoglottis;Humiriaceae;Malpighiales;Magnoliopsida
Sacoglottis amazonica;Sacoglottis;Humiriaceae;Malpighiales;Magnoliopsida
Sacoglottis ceratocarpa;Sacoglottis;Humiriaceae;Malpighiales;Magnoliopsida
Sacoglottis holdridgei;Sacoglottis;Humiriaceae;Malpighiales;Magnoliopsida
Sacoglottis maguirei;Sacoglottis;Humiriaceae;Malpighiales;Magnoliopsida
Sacoglottis ovicarpa;Sacoglottis;Humiriaceae;Malpighiales;Magnoliopsida
Sacoglottis trichogyna;Sacoglottis;Humiriaceae;Malpighiales;Magnoliopsida
Humiria balsamifera;Humiria;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea compacta;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea guianensis;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea parviflora;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Humiria crassifolia;Humiria;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea barbourii;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea bahiaensis;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea celativenia;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea deniseae;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea depleta;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea macrocarpa;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea magdalenensis;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea micrantha;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea minor;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea morii;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea obovata;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea occidentalis;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea ovicarpa;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea paraensis;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea peruviana;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea spichigeri;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Vantanea tuberculata;Vantanea;Humiriaceae;Malpighiales;Magnoliopsida
Schistostemon retusum;Schistostemon;Humiriaceae;Malpighiales;Magnoliopsida
Schistostemon reticulatum;Schistostemon;Humiriaceae;Malpighiales;Magnoliopsida
Schistostemon densiflorum;Schistostemon;Humiriaceae;Malpighiales;Magnoliopsida
Schistostemon dichotomum;Schistostemon;Humiriaceae;Malpighiales;Magnoliopsida
Schistostemon fernandezii;Schistostemon;Humiriaceae;Malpighiales;Magnoliopsida
Schistostemon macrophyllum;Schistostemon;Humiriaceae;Malpighiales;Magnoliopsida
Schistostemon oblongifolium;Schistostemon;Humiriaceae;Malpighiales;Magnoliopsida
Schistostemon sylvaticum;Schistostemon;Humiriaceae;Malpighiales;Magnoliopsida
Duckesia verrucosa;Duckesia;Humiriaceae;Malpighiales;Magnoliopsida
Endopleura uchi;Endopleura;Humiriaceae;Malpighiales;Magnoliopsida
Hylocarpa heterocarpa;Hylocarpa;Humiriaceae;Malpighiales;Magnoliopsida
Plagiocladus diandrus;Plagiocladus;Phyllanthaceae;Malpighiales;Magnoliopsida
Jablonskia congesta;Jablonskia;Phyllanthaceae;Malpighiales;Magnoliopsida
Didymocistus chrysadenius;Didymocistus;Phyllanthaceae;Malpighiales;Magnoliopsida
Celianella montana;Celianella;Phyllanthaceae;Malpighiales;Magnoliopsida
Phyllanthus vitilevuensis;Phyllanthus;Phyllanthaceae;Malpighiales;Magnoliopsida
Phyllanthus tessmannii;Phyllanthus;Phyllanthaceae;Malpighiales;Magnoliopsida
Phyllanthus polyanthus;Phyllanthus;Phyllanthaceae;Malpighiales;Magnoliopsida
Phyllanthus billardierei;Phyllanthus;Phyllanthaceae;Malpighiales;Magnoliopsida
Phyllanthus anamalayanus;Phyllanthus;Phyllanthaceae;Malpighiales;Magnoliopsida
Phyllanthus ambatovolana;Phyllanthus;Phyllanthaceae;Malpighiales;Magnoliopsida
Erythroxylum subumbellatum;Erythroxylum;Erythroxylaceae;Malpighiales;Magnoliopsida
Erythroxylum suberosum;Erythroxylum;Erythroxylaceae;Malpighiales;Magnoliopsida
Erythroxylum squamatum;Erythroxylum;Erythroxylaceae;Malpighiales;Magnoliopsida
Erythroxylum platycladum;Erythroxylum;Erythroxylaceae;Malpighiales;Magnoliopsida
Erythroxylum oblanceolatum;Erythroxylum;Erythroxylaceae;Malpighiales;Magnoliopsida
Erythroxylum laurel;Erythroxylum;Erythroxylaceae;Malpighiales;Magnoliopsida
Erythroxylum hildebrandtii;Erythroxylum;Erythroxylaceae;Malpighiales;Magnoliopsida
Erythroxylum eligulatum;Erythroxylum;Erythroxylaceae;Malpighiales;Magnoliopsida
Erythroxylum cuneatum;Erythroxylum;Erythroxylaceae;Malpighiales;Magnoliopsida
Erythroxylum carthagenense;Erythroxylum;Erythroxylaceae;Malpighiales;Magnoliopsida
Erythroxylum badium;Erythroxylum;Erythroxylaceae;Malpighiales;Magnoliopsida
Pogonophora schomburgkiana;Pogonophora;Peraceae;Malpighiales;Magnoliopsida
Pogonophora letouzeyi;Pogonophora;Peraceae;Malpighiales;Magnoliopsida
Clutia abyssinica;Clutia;Peraceae;Malpighiales;Magnoliopsida
Clutia kilimandscharica;Clutia;Peraceae;Malpighiales;Magnoliopsida
Clutia richardiana;Clutia;Peraceae;Malpighiales;Magnoliopsida
Clutia kamerunica;Clutia;Peraceae;Malpighiales;Magnoliopsida
Clutia lanceolata;Clutia;Peraceae;Malpighiales;Magnoliopsida
Pera ekmanii;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera glabrata;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera bicolor;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera heteranthera;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera ovalifolia;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera bumeliifolia;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera furfuracea;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera anisotricha;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera benensis;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera coccinea;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera citriodora;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera polylepis;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera longipes;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera microcarpa;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera membranacea;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera barbellata;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera androgyna;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera decipiens;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera colombiana;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera tomentosa;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera orientensis;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera oppositifolia;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera pulchrifolia;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera pallidifolia;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera arborea;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera aperta;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera glomerata;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera distichophylla;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera eiteniorum;Pera;Peraceae;Malpighiales;Magnoliopsida
Pera manausensis;Pera;Peraceae;Malpighiales;Magnoliopsida
Neoscortechinia kingii;Neoscortechinia;Euphorbiaceae;Malpighiales;Magnoliopsida
Neoscortechinia forbesii;Neoscortechinia;Euphorbiaceae;Malpighiales;Magnoliopsida
Neoscortechinia sumatrensis;Neoscortechinia;Euphorbiaceae;Malpighiales;Magnoliopsida
Neoscortechinia angustifolia;Neoscortechinia;Euphorbiaceae;Malpighiales;Magnoliopsida
Neoscortechinia nicobarica;Neoscortechinia;Euphorbiaceae;Malpighiales;Magnoliopsida
Neoscortechinia philippinensis;Neoscortechinia;Euphorbiaceae;Malpighiales;Magnoliopsida
Cheilosa montana;Cheilosa;Euphorbiaceae;Malpighiales;Magnoliopsida
Trigonopleura malayana;Trigonopleura;Peraceae;Malpighiales;Magnoliopsida
Trigonopleura macrocarpa;Trigonopleura;Peraceae;Malpighiales;Magnoliopsida
Trigonopleura dubia;Trigonopleura;Peraceae;Malpighiales;Magnoliopsida
Chaetocarpus africanus;Chaetocarpus;Peraceae;Malpighiales;Magnoliopsida
Chaetocarpus castanocarpus;Chaetocarpus;Peraceae;Malpighiales;Magnoliopsida
Chaetocarpus schomburgkianus;Chaetocarpus;Peraceae;Malpighiales;Magnoliopsida
Chaetocarpus pubescens;Chaetocarpus;Peraceae;Malpighiales;Magnoliopsida
Chaetocarpus pearcei;Chaetocarpus;Peraceae;Malpighiales;Magnoliopsida
Chaetocarpus rabaraba;Chaetocarpus;Peraceae;Malpighiales;Magnoliopsida
Chaetocarpus myrsinites;Chaetocarpus;Peraceae;Malpighiales;Magnoliopsida
Chaetocarpus globosus;Chaetocarpus;Peraceae;Malpighiales;Magnoliopsida
Chaetocarpus coriaceus;Chaetocarpus;Peraceae;Malpighiales;Magnoliopsida
Chaetocarpus echinocarpus;Chaetocarpus;Peraceae;Malpighiales;Magnoliopsida
Chaetocarpus ferrugineus;Chaetocarpus;Peraceae;Malpighiales;Magnoliopsida
Chaetocarpus cordifolius;Chaetocarpus;Peraceae;Malpighiales;Magnoliopsida
Chaetocarpus acutifolius;Chaetocarpus;Peraceae;Malpighiales;Magnoliopsida
Chaetocarpus gabonensis;Chaetocarpus;Peraceae;Malpighiales;Magnoliopsida
Pseudagrostistachys ugandensis;Pseudagrostistachys;Euphorbiaceae;Malpighiales;Magnoliopsida
Pseudagrostistachys africana;Pseudagrostistachys;Euphorbiaceae;Malpighiales;Magnoliopsida
Agrostistachys borneensis;Agrostistachys;Euphorbiaceae;Malpighiales;Magnoliopsida
Agrostistachys gaudichaudii;Agrostistachys;Euphorbiaceae;Malpighiales;Magnoliopsida
Agrostistachys indica;Agrostistachys;Euphorbiaceae;Malpighiales;Magnoliopsida
Agrostistachys hookeri;Agrostistachys;Euphorbiaceae;Malpighiales;Magnoliopsida
Chondrostylis kunstleri;Chondrostylis;Euphorbiaceae;Malpighiales;Magnoliopsida
Chondrostylis bancana;Chondrostylis;Euphorbiaceae;Malpighiales;Magnoliopsida
Blumeodendron subrotundifolium;Blumeodendron;Euphorbiaceae;Malpighiales;Magnoliopsida
Blumeodendron bullatum;Blumeodendron;Euphorbiaceae;Malpighiales;Magnoliopsida
Blumeodendron tokbrai;Blumeodendron;Euphorbiaceae;Malpighiales;Magnoliopsida
Blumeodendron kurzii;Blumeodendron;Euphorbiaceae;Malpighiales;Magnoliopsida
Pycnocoma macrophylla;Pycnocoma;Euphorbiaceae;Malpighiales;Magnoliopsida
Pycnocoma dentata;Pycnocoma;Euphorbiaceae;Malpighiales;Magnoliopsida
Pycnocoma macrantha;Pycnocoma;Euphorbiaceae;Malpighiales;Magnoliopsida
Pycnocoma subflava;Pycnocoma;Euphorbiaceae;Malpighiales;Magnoliopsida
Pycnocoma reygaertii;Pycnocoma;Euphorbiaceae;Malpighiales;Magnoliopsida
Pycnocoma littoralis;Pycnocoma;Euphorbiaceae;Malpighiales;Magnoliopsida
Pycnocoma thonneri;Pycnocoma;Euphorbiaceae;Malpighiales;Magnoliopsida
Argomuellera macrophylla;Argomuellera;Euphorbiaceae;Malpighiales;Magnoliopsida
Argomuellera lancifolia;Argomuellera;Euphorbiaceae;Malpighiales;Magnoliopsida
Argomuellera sessilifolia;Argomuellera;Euphorbiaceae;Malpighiales;Magnoliopsida
Argomuellera perrieri;Argomuellera;Euphorbiaceae;Malpighiales;Magnoliopsida
Argomuellera pierlotiana;Argomuellera;Euphorbiaceae;Malpighiales;Magnoliopsida
Droceloncia rigidifolia;Droceloncia;Euphorbiaceae;Malpighiales;Magnoliopsida
Mareyopsis longifolia;Mareyopsis;Euphorbiaceae;Malpighiales;Magnoliopsida
Mareyopsis oligogyna;Mareyopsis;Euphorbiaceae;Malpighiales;Magnoliopsida
Amyrea sambiranensis;Amyrea;Euphorbiaceae;Malpighiales;Magnoliopsida
Amyrea celastroides;Amyrea;Euphorbiaceae;Malpighiales;Magnoliopsida
Amyrea stenocarpa;Amyrea;Euphorbiaceae;Malpighiales;Magnoliopsida
Amyrea grandifolia;Amyrea;Euphorbiaceae;Malpighiales;Magnoliopsida
Amyrea lancifolia;Amyrea;Euphorbiaceae;Malpighiales;Magnoliopsida
Amyrea humbertii;Amyrea;Euphorbiaceae;Malpighiales;Magnoliopsida
Amyrea remotiflora;Amyrea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea spinulosa;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea penangensis;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea hookeriana;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea griffithiana;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea eucausta;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea integrifolia;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea capuronii;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea acuminata;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea subpeltata;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea cordatifolia;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea grandistipularis;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea stipularis;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea kingii;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea papuana;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea wenzeliana;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea hirsuta;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Hancea longistyla;Hancea;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus muticus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus philippensis;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus tetracoccus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus mollissimus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus macrostachyus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus apelta;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus paniculatus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus barbatus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus pleiogynus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus discolor;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus ficifolius;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus claoxyloides;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus subulatus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus thorelii;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus floribundus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus peltatus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus lackeyi;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus caudatus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus polyadenos;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus miquelianus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus brachythyrsus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus rufidulus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus cumingii;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus decipiens;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus resinosus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus leucocalyx;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus oppositifolius;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus rhamnifolius;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus pallidus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus khasianus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus nudiflorus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus montanus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus metcalfianus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus longinervis;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus minimifructus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus trinervius;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus nepalensis;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus nesophilus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus havilandii;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus sphaerocarpus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus dispersus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus calocarpus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus chromocarpus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus connatus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus macularis;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus megadontus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus korthalsii;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus lanceolatus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus tiliifolius;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus lancifolius;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus leptostachyus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus cauliflorus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus lianus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus sumatranus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus didymochryseus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus taoyuanensis;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus monanthos;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus hymenophyllus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus intercedens;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus aureopunctatus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus eriocarpus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus longipes;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus beddomei;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
Mallotus spinifructus;Mallotus;Euphorbiaceae;Malpighiales;Magnoliopsida
