sp,N,N_geoOK,N_geoKO,rangeMethod,Ncells
Posoqueria_longiflora,613,500,113,Alphahull-PointsKO-Adjacents,45947
Posoqueria_palustris,25,7,18,Points-PointsKO-Adjacents,174
Posoqueria_platysiphonia,9,0,9,Points-PointsKO-Adjacents,72
Posoqueria_robusta,32,27,5,Alphahull-PointsKO-Adjacents,79
Posoqueria_trinitatis,20,4,16,Points-PointsKO-Adjacents,154
Posoqueria_velutina,16,5,11,Points-PointsKO-Adjacents,134
Posoqueria_williamsii,21,13,8,Points-PointsKO-Adjacents,121
Potalia_amara,318,230,88,Alphahull-PointsKO-Adjacents,37336
Potalia_coronata,66,46,20,Alphahull-PointsKO-Adjacents,3092
Potalia_elegans,62,33,29,Alphahull-PointsKO-Adjacents,1103
Potalia_maguireorum,9,2,7,Points-PointsKO-Adjacents,81
Potalia_resinifera,285,213,72,Alphahull-PointsKO-Adjacents,42684
Potalia_turbinata,34,23,11,Alphahull-PointsKO-Adjacents,142
Potameia_chartacea,9,3,6,Points-PointsKO-Adjacents,58
Potameia_confluens,4,4,0,Points-PointsKO-Adjacents,34
Potameia_crassifolia,12,2,10,Points-PointsKO-Adjacents,104
Potameia_lotungensis,1,1,0,Points-PointsKO-Adjacents,9
Potameia_micrantha,6,2,4,Points-PointsKO-Adjacents,25
Potameia_obtusifolia,8,0,8,Points-PointsKO-Adjacents,63
Potameia_tirunelvelica,NA,NA,NA,NA,NA
Potameia_tomentella,4,4,0,Points-PointsKO-Adjacents,26
Potoxylon_melagangai,1,1,0,Points-PointsKO-Adjacents,9
Pouchetia_africana,225,172,53,Alphahull-PointsKO-Adjacents,6940
Pouchetia_parviflora,13,3,10,Points-PointsKO-Adjacents,102
Poulsenia_armata,615,517,98,Alphahull-PointsKO-Adjacents,20052
Poupartia_borbonica,0,0,0,NA,0
Poupartia_castanea,0,0,0,NA,0
Poupartia_chapelieri,110,86,24,Alphahull-PointsKO-Adjacents,943
Poupartia_minor,47,27,20,Alphahull-PointsKO-Adjacents,855
Poupartia_orientalis,13,3,10,Points-PointsKO-Adjacents,98
Poupartia_pubescens,0,0,0,NA,0
Pourouma_acuminata,36,19,17,Points-PointsKO-Adjacents,277
Pourouma_bicolor,1063,941,122,Alphahull-PointsKO-Adjacents,62128
Pourouma_bolivarensis,3,3,0,Points-PointsKO-Adjacents,25
Pourouma_cecropiifolia,672,0,672,Points-PointsKO-Adjacents,4023
Pourouma_cordata,8,1,7,Points-PointsKO-Adjacents,72
Pourouma_cucura,168,111,57,Alphahull-PointsKO-Adjacents,10555
Pourouma_cuspidata,9,1,8,Points-PointsKO-Adjacents,73
Pourouma_elliptica,7,1,6,Points-PointsKO-Adjacents,54
Pourouma_ferruginea,52,28,24,Alphahull-PointsKO-Adjacents,2209
Pourouma_floccosa,18,6,12,Points-PointsKO-Adjacents,136
Pourouma_formicarum,15,0,15,Points-PointsKO-Adjacents,102
Pourouma_guianensis,1255,1117,138,Alphahull-PointsKO-Adjacents,80286
Pourouma_herrerensis,35,24,11,Alphahull-PointsKO-Adjacents,479
Pourouma_hirsutipetiolata,51,35,16,Alphahull-PointsKO-Adjacents,788
Pourouma_melinonii,180,108,72,Alphahull-PointsKO-Adjacents,23101
Pourouma_minor,869,787,82,Alphahull-PointsKO-Adjacents,61758
Pourouma_mollis,302,210,92,Alphahull-PointsKO-Adjacents,16830
Pourouma_montana,6,1,5,Points-PointsKO-Adjacents,45
Pourouma_myrmecophila,86,53,33,Alphahull-PointsKO-Adjacents,7084
Pourouma_napoensis,25,17,8,Points-PointsKO-Adjacents,153
Pourouma_oraria,6,0,6,Points-PointsKO-Adjacents,54
Pourouma_ovata,85,51,34,Alphahull-PointsKO-Adjacents,3562
Pourouma_petiolulata,19,11,8,Points-PointsKO-Adjacents,93
Pourouma_phaeotricha,21,1,20,Points-PointsKO-Adjacents,168
Pourouma_saulensis,5,2,3,Points-PointsKO-Adjacents,24
Pourouma_stipulacea,5,5,0,Points-PointsKO-Adjacents,44
Pourouma_tomentosa,492,413,79,Alphahull-PointsKO-Adjacents,48488
Pourouma_velutina,206,112,94,Alphahull-PointsKO-Adjacents,13820
Pourouma_villosa,107,54,53,Alphahull-PointsKO-Adjacents,8317
Pouteria_adolfi-friedericii,54,21,33,Alphahull-PointsKO-Adjacents,1680
Pouteria_alnifolia,448,394,54,Alphahull-PointsKO-Adjacents,5217
Pouteria_altissima,94,50,44,Alphahull-PointsKO-Adjacents,1657
Pouteria_amapaensis,1,1,0,Points-PointsKO-Adjacents,9
Pouteria_amazonica,2,1,1,Points-PointsKO-Adjacents,18
Pouteria_ambelaniifolia,35,13,22,Points-PointsKO-Adjacents,241
Pouteria_amygdalicarpa,46,19,27,Points-PointsKO-Adjacents,246
Pouteria_amygdalina,25,17,8,Points-PointsKO-Adjacents,155
Pouteria_andarahiensis,85,1,84,Points-PointsKO-Adjacents,257
Pouteria_anomala,26,11,15,Points-PointsKO-Adjacents,189
Pouteria_anteridata,1,1,0,Points-PointsKO-Adjacents,9
Pouteria_arcuata,5,5,0,Points-PointsKO-Adjacents,45
Pouteria_areolatifolia,2,2,0,Points-PointsKO-Adjacents,18
Pouteria_arguacoensium,2,2,0,Points-PointsKO-Adjacents,18
Pouteria_aristata,3,3,0,Points-PointsKO-Adjacents,26
Pouteria_atabapoensis,8,1,7,Points-PointsKO-Adjacents,57
Pouteria_aubrevillei,9,0,9,Points-PointsKO-Adjacents,81
Pouteria_aurea,3,3,0,Points-PointsKO-Adjacents,27
Pouteria_austin-smithii,17,11,6,Points-PointsKO-Adjacents,94
Pouteria_baehniana,103,60,43,Alphahull-PointsKO-Adjacents,1365
Pouteria_bangii,210,115,95,Alphahull-PointsKO-Adjacents,4729
Pouteria_bapeba,15,0,15,Points-PointsKO-Adjacents,105
Pouteria_beaurepairei,44,19,25,Points-PointsKO-Adjacents,339
Pouteria_belizensis,15,0,15,Points-PointsKO-Adjacents,96
Pouteria_benai,6,5,1,Points-PointsKO-Adjacents,30
Pouteria_bilocularis,205,135,70,Alphahull-PointsKO-Adjacents,11394
Pouteria_bonneriana,2,2,0,Points-PointsKO-Adjacents,18
Pouteria_brachyandra,19,5,14,Points-PointsKO-Adjacents,139
Pouteria_bracteata,2,2,0,Points-PointsKO-Adjacents,12
Pouteria_brevensis,0,0,0,NA,0
Pouteria_brevipetiolata,0,0,0,NA,0
Pouteria_briocheoides,2,2,0,Points-PointsKO-Adjacents,18
Pouteria_buenaventurensis,49,33,16,Alphahull-PointsKO-Adjacents,126
Pouteria_bullata,21,6,15,Points-PointsKO-Adjacents,150
Pouteria_bulliformis,26,17,9,Points-PointsKO-Adjacents,91
Pouteria_butyrocarpa,31,15,16,Points-PointsKO-Adjacents,225
Pouteria_caimito,619,490,129,Alphahull-PointsKO-Adjacents,61897
Pouteria_campanulata,31,0,31,Points-PointsKO-Adjacents,199
Pouteria_campechiana,604,531,73,Alphahull-PointsKO-Adjacents,12263
Pouteria_canaimaensis,8,0,8,Points-PointsKO-Adjacents,51
Pouteria_capacifolia,13,8,5,Points-PointsKO-Adjacents,81
Pouteria_cayennensis,12,2,10,Points-PointsKO-Adjacents,87
Pouteria_celebica,3,2,1,Points-PointsKO-Adjacents,23
Pouteria_chiricana,4,3,1,Points-PointsKO-Adjacents,31
Pouteria_chocoensis,2,2,0,Points-PointsKO-Adjacents,18
Pouteria_cicatricata,4,4,0,Points-PointsKO-Adjacents,36
Pouteria_cinnamomea,2,2,0,Points-PointsKO-Adjacents,18
Pouteria_cladantha,119,61,58,Alphahull-PointsKO-Adjacents,5679
Pouteria_coelomatica,8,5,3,Points-PointsKO-Adjacents,70
Pouteria_collina,27,17,10,Points-PointsKO-Adjacents,144
Pouteria_condorensis,4,4,0,Points-PointsKO-Adjacents,25
Pouteria_congestifolia,43,30,13,Alphahull-PointsKO-Adjacents,169
Pouteria_cordiformis,4,3,1,Points-PointsKO-Adjacents,36
Pouteria_coriacea,54,19,35,Points-PointsKO-Adjacents,403
Pouteria_crassiflora,3,3,0,Points-PointsKO-Adjacents,27
Pouteria_cubensis,0,0,0,NA,0
Pouteria_cuspidata,391,269,122,Alphahull-PointsKO-Adjacents,31506
Pouteria_decorticans,15,4,11,Points-PointsKO-Adjacents,120
Pouteria_decussata,3,3,0,Points-PointsKO-Adjacents,27
Pouteria_deliciosa,2,0,2,Points-PointsKO-Adjacents,18
Pouteria_dictyoneura,19,4,15,Points-PointsKO-Adjacents,116
Pouteria_dominigensis,20,3,17,Points-PointsKO-Adjacents,135
Pouteria_doonsaf,3,3,0,Points-PointsKO-Adjacents,24
Pouteria_durlandii,304,182,122,Alphahull-PointsKO-Adjacents,4280
Pouteria_egregia,37,5,32,Points-PointsKO-Adjacents,260
Pouteria_elegans,185,132,53,Alphahull-PointsKO-Adjacents,12008
Pouteria_engleri,26,6,20,Points-PointsKO-Adjacents,219
Pouteria_ephedrantha,42,21,21,Alphahull-PointsKO-Adjacents,386
Pouteria_ericoides,3,3,0,Points-PointsKO-Adjacents,21
Pouteria_erythrochrysa,8,3,5,Points-PointsKO-Adjacents,57
Pouteria_espinae,4,4,0,Points-PointsKO-Adjacents,36
Pouteria_eugeniifolia,71,24,47,Alphahull-PointsKO-Adjacents,555
Pouteria_euryphylla,1,0,1,Points-PointsKO-Adjacents,7
Pouteria_exfoliata,31,25,6,Alphahull-PointsKO-Adjacents,98
Pouteria_exstaminodia,0,0,0,NA,0
Pouteria_filiformis,15,10,5,Points-PointsKO-Adjacents,47
Pouteria_filipes,76,37,39,Alphahull-PointsKO-Adjacents,593
Pouteria_fimbriata,18,3,15,Points-PointsKO-Adjacents,153
Pouteria_flavilatex,6,3,3,Points-PointsKO-Adjacents,39
Pouteria_fossicola,45,30,15,Alphahull-PointsKO-Adjacents,447
Pouteria_foveolata,24,15,9,Points-PointsKO-Adjacents,115
Pouteria_fragrans,10,4,6,Points-PointsKO-Adjacents,78
Pouteria_franciscana,6,0,6,Points-PointsKO-Adjacents,54
Pouteria_freitasii,7,0,7,Points-PointsKO-Adjacents,33
Pouteria_fulva,5,0,5,Points-PointsKO-Adjacents,39
Pouteria_furcata,20,7,13,Points-PointsKO-Adjacents,164
Pouteria_gabrielensis,18,8,10,Points-PointsKO-Adjacents,139
Pouteria_gardneri,433,361,72,Alphahull-PointsKO-Adjacents,29446
Pouteria_gardneriana,237,166,71,Alphahull-PointsKO-Adjacents,24228
Pouteria_gigantea,2,2,0,Points-PointsKO-Adjacents,18
Pouteria_glauca,7,0,7,Points-PointsKO-Adjacents,59
Pouteria_glomerata,443,257,186,Alphahull-PointsKO-Adjacents,25205
Pouteria_gongrijpii,34,14,20,Points-PointsKO-Adjacents,264
Pouteria_gracilis,6,0,6,Points-PointsKO-Adjacents,35
Pouteria_grandiflora,179,133,46,Alphahull-PointsKO-Adjacents,3220
Pouteria_grandis,2,0,2,Points-PointsKO-Adjacents,18
Pouteria_guianensis,545,398,147,Alphahull-PointsKO-Adjacents,62111
Pouteria_hexastemon,2,1,1,Points-PointsKO-Adjacents,18
Pouteria_hotteana,3,0,3,Points-PointsKO-Adjacents,21
Pouteria_izabalensis,37,23,14,Alphahull-PointsKO-Adjacents,205
Pouteria_jariensis,26,11,15,Points-PointsKO-Adjacents,213
Pouteria_juruana,4,4,0,Points-PointsKO-Adjacents,36
Pouteria_kaieteurensis,7,4,3,Points-PointsKO-Adjacents,42
Pouteria_krukovii,17,0,17,Points-PointsKO-Adjacents,138
Pouteria_laevigata,82,47,35,Alphahull-PointsKO-Adjacents,4749
Pouteria_latianthera,3,3,0,Points-PointsKO-Adjacents,27
Pouteria_lecythidicarpa,19,14,5,Points-PointsKO-Adjacents,71
Pouteria_leptopedicellata,24,13,11,Points-PointsKO-Adjacents,113
Pouteria_longifolia,5,2,3,Points-PointsKO-Adjacents,45
Pouteria_lucens,6,0,6,Points-PointsKO-Adjacents,54
Pouteria_lucida,NA,NA,NA,NA,NA
Pouteria_lucuma,66,40,26,Alphahull-PointsKO-Adjacents,1628
Pouteria_lucumifolia,36,11,25,Points-PointsKO-Adjacents,262
Pouteria_macahensis,50,0,50,Points-PointsKO-Adjacents,291
Pouteria_macrocarpa,40,9,31,Points-PointsKO-Adjacents,289
Pouteria_macrophylla,186,94,92,Alphahull-PointsKO-Adjacents,8342
Pouteria_maguirei,12,2,10,Points-PointsKO-Adjacents,87
Pouteria_manaosensis,29,13,16,Points-PointsKO-Adjacents,189
Pouteria_mattogrossensis,1,1,0,Points-PointsKO-Adjacents,9
Pouteria_maxima,8,3,5,Points-PointsKO-Adjacents,57
Pouteria_megaphylla,4,4,0,Points-PointsKO-Adjacents,27
Pouteria_melanopoda,0,0,0,NA,0
Pouteria_micrantha,1,1,0,Points-PointsKO-Adjacents,9
Pouteria_microstrigosa,48,31,17,Alphahull-PointsKO-Adjacents,1056
Pouteria_minima,13,6,7,Points-PointsKO-Adjacents,71
Pouteria_mongaguensis,NA,NA,NA,NA,NA
Pouteria_multiflora,6,0,6,Points-PointsKO-Adjacents,54
Pouteria_nemorosa,40,29,11,Alphahull-PointsKO-Adjacents,872
Pouteria_nudipetala,8,2,6,Points-PointsKO-Adjacents,72
Pouteria_oblanceolata,53,22,31,Alphahull-PointsKO-Adjacents,312
Pouteria_obscura,1,1,0,Points-PointsKO-Adjacents,9
Pouteria_opposita,22,8,14,Points-PointsKO-Adjacents,144
Pouteria_oppositifolia,11,2,9,Points-PointsKO-Adjacents,76
Pouteria_orinocoensis,9,2,7,Points-PointsKO-Adjacents,81
Pouteria_oxyedra,0,0,0,NA,0
Pouteria_oxypetala,10,1,9,Points-PointsKO-Adjacents,77
Pouteria_pachycalyx,18,8,10,Points-PointsKO-Adjacents,148
Pouteria_pachyphylla,14,0,14,Points-PointsKO-Adjacents,111
Pouteria_pallens,6,1,5,Points-PointsKO-Adjacents,48
Pouteria_pallida,8,2,6,Points-PointsKO-Adjacents,24
Pouteria_pariry,6,0,6,Points-PointsKO-Adjacents,54
Pouteria_penicillata,1,1,0,Points-PointsKO-Adjacents,9
Pouteria_pentamera,3,3,0,Points-PointsKO-Adjacents,24
Pouteria_peruviensis,2,2,0,Points-PointsKO-Adjacents,18
Pouteria_petiolata,10,2,8,Points-PointsKO-Adjacents,82
Pouteria_pierrei,32,18,14,Points-PointsKO-Adjacents,242
Pouteria_pimichinensis,9,0,9,Points-PointsKO-Adjacents,64
Pouteria_pisquiensis,2,2,0,Points-PointsKO-Adjacents,18
Pouteria_platyphylla,15,3,12,Points-PointsKO-Adjacents,120
Pouteria_plicata,42,6,36,Points-PointsKO-Adjacents,358
Pouteria_polycarpa,2,2,0,Points-PointsKO-Adjacents,18
Pouteria_polysepala,7,1,6,Points-PointsKO-Adjacents,57
Pouteria_procera,70,23,47,Alphahull-PointsKO-Adjacents,2392
Pouteria_psammophila,30,9,21,Points-PointsKO-Adjacents,208
Pouteria_pseudoracemosa,12,6,6,Points-PointsKO-Adjacents,82
Pouteria_puberula,1,1,0,Points-PointsKO-Adjacents,9
Pouteria_pubescens,9,0,9,Points-PointsKO-Adjacents,76
Pouteria_pullei,1,1,0,Points-PointsKO-Adjacents,9
Pouteria_putamen-ovi,9,0,9,Points-PointsKO-Adjacents,54
Pouteria_quicheana,2,2,0,Points-PointsKO-Adjacents,18
Pouteria_ramiflora,740,664,76,Alphahull-PointsKO-Adjacents,46761
Pouteria_resinosa,2,2,0,Points-PointsKO-Adjacents,14
Pouteria_reticulata,693,531,162,Alphahull-PointsKO-Adjacents,36436
Pouteria_retinervis,9,3,6,Points-PointsKO-Adjacents,81
Pouteria_rhynchocarpa,9,0,9,Points-PointsKO-Adjacents,22
Pouteria_rigida,45,0,45,Points-PointsKO-Adjacents,281
Pouteria_rigidopsis,3,3,0,Points-PointsKO-Adjacents,27
Pouteria_rodriguesiana,11,5,6,Points-PointsKO-Adjacents,80
Pouteria_rostrata,65,31,34,Alphahull-PointsKO-Adjacents,1746
Pouteria_rufotomentosa,4,4,0,Points-PointsKO-Adjacents,18
Pouteria_sagotiana,27,18,9,Points-PointsKO-Adjacents,219
Pouteria_salicifolia,93,66,27,Alphahull-PointsKO-Adjacents,5550
Pouteria_sambuensis,0,0,0,NA,0
Pouteria_sapota,234,176,58,Alphahull-PointsKO-Adjacents,7851
Pouteria_scabritesta,2,2,0,Points-PointsKO-Adjacents,12
Pouteria_sclerocarpa,6,1,5,Points-PointsKO-Adjacents,42
Pouteria_scrobiculata,4,4,0,Points-PointsKO-Adjacents,36
Pouteria_semecarpifolia,1,1,0,Points-PointsKO-Adjacents,8
Pouteria_sessiliflora,6,0,6,Points-PointsKO-Adjacents,53
Pouteria_sessilis,3,3,0,Points-PointsKO-Adjacents,17
Pouteria_silvestris,12,8,4,Points-PointsKO-Adjacents,50
Pouteria_simulans,22,4,18,Points-PointsKO-Adjacents,194
Pouteria_singularis,6,4,2,Points-PointsKO-Adjacents,45
Pouteria_sipapoensis,1,1,0,Points-PointsKO-Adjacents,9
Pouteria_speciosa,19,5,14,Points-PointsKO-Adjacents,132
Pouteria_spicata,8,2,6,Points-PointsKO-Adjacents,51
Pouteria_squamosa,3,3,0,Points-PointsKO-Adjacents,26
Pouteria_stenophylla,6,0,6,Points-PointsKO-Adjacents,47
Pouteria_stipitata,21,0,21,Points-PointsKO-Adjacents,126
Pouteria_stipulifera,2,2,0,Points-PointsKO-Adjacents,18
Pouteria_stylifera,2,2,0,Points-PointsKO-Adjacents,18
Pouteria_subcaerulea,29,8,21,Points-PointsKO-Adjacents,236
Pouteria_subrotata,80,52,28,Alphahull-PointsKO-Adjacents,1724
Pouteria_subsessilifolia,21,16,5,Points-PointsKO-Adjacents,54
Pouteria_superba,3,3,0,Points-PointsKO-Adjacents,24
Pouteria_surumuensis,58,39,19,Alphahull-PointsKO-Adjacents,1025
Pouteria_tannaense,0,0,0,NA,0
Pouteria_tarapotensis,11,3,8,Points-PointsKO-Adjacents,90
Pouteria_tarumanensis,3,3,0,Points-PointsKO-Adjacents,27
Pouteria_tenuisepala,5,1,4,Points-PointsKO-Adjacents,34
Pouteria_torta,791,648,143,Alphahull-PointsKO-Adjacents,56366
Pouteria_trigonosperma,5,0,5,Points-PointsKO-Adjacents,45
Pouteria_trilocularis,109,55,54,Alphahull-PointsKO-Adjacents,3697
Pouteria_triplarifolia,7,0,7,Points-PointsKO-Adjacents,54
Pouteria_ucuqui,23,12,11,Points-PointsKO-Adjacents,162
Pouteria_undulatifolia,0,0,0,NA,0
Pouteria_unmackiana,61,44,17,Alphahull-PointsKO-Adjacents,958
Pouteria_validinervis,0,0,0,NA,0
Pouteria_venosa,285,176,109,Alphahull-PointsKO-Adjacents,19195
Pouteria_vernicosa,27,11,16,Points-PointsKO-Adjacents,163
Pouteria_virescens,21,8,13,Points-PointsKO-Adjacents,150
Pouteria_viridis,82,63,19,Alphahull-PointsKO-Adjacents,783
Pouteria_williamii,8,0,8,Points-PointsKO-Adjacents,57
Boehmeria_australis,33,16,17,Points-PointsKO-Adjacents,46
Pouzolzia_formicaria,47,28,19,Alphahull-PointsKO-Adjacents,1713
Pouzolzia_mandrarensis,2,2,0,Points-PointsKO-Adjacents,12
Pouzolzia_mixta,140,16,124,Points-PointsKO-Adjacents,1135
Pouzolzia_obliqua,93,44,49,Alphahull-PointsKO-Adjacents,3289
Pouzolzia_occidentalis,174,109,65,Alphahull-PointsKO-Adjacents,4910
Pouzolzia_poeppigiana,55,29,26,Alphahull-PointsKO-Adjacents,359
Boehmeria_rugulosa,9,0,9,Points-PointsKO-Adjacents,79
Povedadaphne_quadriporata,21,15,6,Points-PointsKO-Adjacents,60
Pradosia_argentea,4,4,0,Points-PointsKO-Adjacents,36
Pradosia_atroviolacea,23,3,20,Points-PointsKO-Adjacents,192
Pradosia_beardii,52,34,18,Alphahull-PointsKO-Adjacents,1006
Pradosia_caracasana,71,54,17,Alphahull-PointsKO-Adjacents,3269
Pradosia_cochlearia,39,13,26,Points-PointsKO-Adjacents,256
Pradosia_colombiana,67,52,15,Alphahull-PointsKO-Adjacents,1317
Pradosia_cuatrecasasii,6,0,6,Points-PointsKO-Adjacents,53
Pradosia_decipiens,7,0,7,Points-PointsKO-Adjacents,49
Pradosia_glaziovii,7,0,7,Points-PointsKO-Adjacents,63
Pradosia_granulosa,31,16,15,Points-PointsKO-Adjacents,264
Pradosia_grisebachii,9,2,7,Points-PointsKO-Adjacents,76
Pradosia_huberi,10,1,9,Points-PointsKO-Adjacents,90
Pradosia_kuhlmannii,8,1,7,Points-PointsKO-Adjacents,66
Pradosia_lactescens,369,295,74,Alphahull-PointsKO-Adjacents,3743
Pradosia_montana,15,8,7,Points-PointsKO-Adjacents,102
Pradosia_mutisii,5,5,0,Points-PointsKO-Adjacents,45
Pradosia_ptychandra,18,11,7,Points-PointsKO-Adjacents,117
Pradosia_schomburgkiana,245,194,51,Alphahull-PointsKO-Adjacents,14329
Pradosia_spinosa,6,2,4,Points-PointsKO-Adjacents,38
Pradosia_subverticillata,15,0,15,Points-PointsKO-Adjacents,121
Pradosia_surinamensis,87,54,33,Alphahull-PointsKO-Adjacents,7741
Pradosia_verrucosa,7,0,7,Points-PointsKO-Adjacents,60
Pradosia_verticillata,7,1,6,Points-PointsKO-Adjacents,51
Prainea_limpato,17,4,13,Points-PointsKO-Adjacents,141
Praravinia_bullata,3,3,0,Points-PointsKO-Adjacents,21
Praravinia_cauliflora,NA,NA,NA,NA,NA
Praravinia_celebica,1,1,0,Points-PointsKO-Adjacents,9
Praravinia_chalcotricha,4,4,0,Points-PointsKO-Adjacents,36
Praravinia_coriacea,2,2,0,Points-PointsKO-Adjacents,18
Praravinia_creaghii,4,3,1,Points-PointsKO-Adjacents,30
Praravinia_densiflora,0,0,0,NA,0
Praravinia_hallieri,2,2,0,Points-PointsKO-Adjacents,18
Praravinia_havilandii,3,3,0,Points-PointsKO-Adjacents,27
Praravinia_hexamera,4,4,0,Points-PointsKO-Adjacents,32
Praravinia_loconensis,2,2,0,Points-PointsKO-Adjacents,18
Praravinia_megistocalyx,2,2,0,Points-PointsKO-Adjacents,9
Praravinia_minahassae,2,2,0,Points-PointsKO-Adjacents,18
Praravinia_mollis,4,4,0,Points-PointsKO-Adjacents,36
Praravinia_montana,NA,NA,NA,NA,NA
Praravinia_neriifolia,0,0,0,NA,0
Praravinia_oresitropha,3,3,0,Points-PointsKO-Adjacents,21
Praravinia_parviflora,1,1,0,Points-PointsKO-Adjacents,9
Praravinia_polymera,2,2,0,Points-PointsKO-Adjacents,18
Praravinia_robusta,NA,NA,NA,NA,NA
Praravinia_sablanensis,2,2,0,Points-PointsKO-Adjacents,12
Praravinia_sarawacensis,NA,NA,NA,NA,NA
Praravinia_sericotricha,5,5,0,Points-PointsKO-Adjacents,30
Praravinia_suberosa,9,5,4,Points-PointsKO-Adjacents,76
Praravinia_subtomentosa,3,3,0,Points-PointsKO-Adjacents,24
Praravinia_teysmannii,0,0,0,NA,0
Praravinia_urophylloides,0,0,0,NA,0
Praravinia_verruculosa,4,4,0,Points-PointsKO-Adjacents,36
Premna_acuminata,1002,952,50,Alphahull-PointsKO-Adjacents,13562
Premna_amplectens,0,0,0,NA,0
Premna_angolensis,155,104,51,Alphahull-PointsKO-Adjacents,2027
Premna_aureolepidota,0,0,0,NA,0
Premna_barbata,3,3,0,Points-PointsKO-Adjacents,26
Premna_bengalensis,1,1,0,Points-PointsKO-Adjacents,9
Premna_bracteata,2,1,1,Points-PointsKO-Adjacents,18
Premna_cavaleriei,16,6,10,Points-PointsKO-Adjacents,144
Premna_chevalieri,3,3,0,Points-PointsKO-Adjacents,27
Premna_chrysoclada,47,32,15,Alphahull-PointsKO-Adjacents,328
Premna_confinis,0,0,0,NA,0
Premna_debiana,NA,NA,NA,NA,NA
Premna_decaryi,4,4,0,Points-PointsKO-Adjacents,27
Premna_discolor,7,2,5,Points-PointsKO-Adjacents,41
Premna_fohaiensis,1,1,0,Points-PointsKO-Adjacents,9
Premna_fulva,12,5,7,Points-PointsKO-Adjacents,108
Premna_guillauminii,0,0,0,NA,0
Premna_hans-joachimii,5,5,0,Points-PointsKO-Adjacents,41
Premna_hildebrandtii,26,14,12,Points-PointsKO-Adjacents,200
Premna_hispida,59,37,22,Alphahull-PointsKO-Adjacents,2631
Premna_humbertii,14,11,3,Points-PointsKO-Adjacents,70
Premna_hutchinsonii,6,1,5,Points-PointsKO-Adjacents,46
Premna_interrupta,16,4,12,Points-PointsKO-Adjacents,112
Premna_khasiana,NA,NA,NA,NA,NA
Premna_lepidella,8,0,8,Points-PointsKO-Adjacents,66
Premna_longiacuminata,4,4,0,Points-PointsKO-Adjacents,30
Premna_maclurei,0,0,0,NA,0
Premna_madagascariensis,5,5,0,Points-PointsKO-Adjacents,36
Premna_maxima,2,2,0,Points-PointsKO-Adjacents,18
Premna_microphylla,233,150,83,Alphahull-PointsKO-Adjacents,9470
Premna_milleflora,0,0,0,NA,0
Premna_mollissima,7,0,7,Points-PointsKO-Adjacents,60
Premna_mooiensis,42,29,13,Alphahull-PointsKO-Adjacents,1130
Premna_oblongata,18,1,17,Points-PointsKO-Adjacents,146
Premna_odorata,59,29,30,Alphahull-PointsKO-Adjacents,1087
Premna_paisehensis,1,1,0,Points-PointsKO-Adjacents,9
Premna_pallescens,2,2,0,Points-PointsKO-Adjacents,17
Premna_parasitica,4,4,0,Points-PointsKO-Adjacents,36
Premna_perplexans,20,7,13,Points-PointsKO-Adjacents,149
Premna_protrusa,0,0,0,NA,0
Premna_puberula,58,35,23,Alphahull-PointsKO-Adjacents,3881
Premna_pubescens,4,3,1,Points-PointsKO-Adjacents,32
Premna_quadrifolia,63,0,63,Points-PointsKO-Adjacents,248
Premna_rabakensis,0,0,0,NA,0
Premna_regularis,7,0,7,Points-PointsKO-Adjacents,59
Premna_resinosa,84,35,49,Alphahull-PointsKO-Adjacents,3467
Premna_richardsiae,6,1,5,Points-PointsKO-Adjacents,31
Premna_schimperi,31,18,13,Points-PointsKO-Adjacents,139
Premna_schliebenii,9,2,7,Points-PointsKO-Adjacents,70
Premna_scoriarum,1,1,0,Points-PointsKO-Adjacents,9
Premna_senensis,41,0,41,Points-PointsKO-Adjacents,307
Premna_serratifolia,1021,689,332,Alphahull-PointsKO-Adjacents,26315
Premna_sterculiifolia,2,2,0,Points-PointsKO-Adjacents,18
Premna_sulphurea,1,1,0,Points-PointsKO-Adjacents,9
Premna_szemaoensis,8,4,4,Points-PointsKO-Adjacents,63
Premna_tahitensis,4,4,0,Points-PointsKO-Adjacents,21
Premna_tanganyikensis,4,4,0,Points-PointsKO-Adjacents,18
Premna_tomentosa,87,22,65,Alphahull-PointsKO-Adjacents,599
Premna_trichostoma,71,18,53,Points-PointsKO-Adjacents,568
Premna_velutina,0,0,0,NA,0
Premna_wightiana,NA,NA,NA,NA,NA
Prepusa_montana,40,30,10,Alphahull-PointsKO-Adjacents,109
Preslianthus_panamensis,10,7,3,Points-PointsKO-Adjacents,41
Prestoea_acuminata,615,506,109,Alphahull-PointsKO-Adjacents,10238
Prestoea_decurrens,227,191,36,Alphahull-PointsKO-Adjacents,3245
Prestoea_ensiformis,135,94,41,Alphahull-PointsKO-Adjacents,3289
Prestoea_longepetiolata,84,61,23,Alphahull-PointsKO-Adjacents,283
Prestoea_pubens,24,11,13,Points-PointsKO-Adjacents,115
Prestoea_pubigera,6,0,6,Points-PointsKO-Adjacents,20
Prestoea_schultzeana,191,153,38,Alphahull-PointsKO-Adjacents,3815
Prestoea_simplicifolia,7,4,3,Points-PointsKO-Adjacents,42
Prestoea_tenuiramosa,16,6,10,Points-PointsKO-Adjacents,105
Priogymnanthus_apertus,2,2,0,Points-PointsKO-Adjacents,18
Priogymnanthus_hasslerianus,166,128,38,Alphahull-PointsKO-Adjacents,10479
