sp,N,N_geoOK,N_geoKO,rangeMethod,Ncells
Prionostemma_aspera,224,125,99,Alphahull-PointsKO-Adjacents,16791
Prioria_balsamifera,64,35,29,Alphahull-PointsKO-Adjacents,3691
Prioria_buchholzii,69,40,29,Alphahull-PointsKO-Adjacents,2321
Prioria_copaifera,137,115,22,Alphahull-PointsKO-Adjacents,2151
Prioria_gilbertii,9,3,6,Points-PointsKO-Adjacents,59
Prioria_joveri,21,14,7,Points-PointsKO-Adjacents,125
Prioria_mannii,14,8,6,Points-PointsKO-Adjacents,106
Prioria_msoo,7,1,6,Points-PointsKO-Adjacents,45
Prioria_oxyphylla,84,51,33,Alphahull-PointsKO-Adjacents,3967
Prioria_platycarpa,0,0,0,NA,0
Prismatomeris_beccariana,33,19,14,Points-PointsKO-Adjacents,271
Prismatomeris_brachypus,2,2,0,Points-PointsKO-Adjacents,9
Prismatomeris_filamentosa,6,2,4,Points-PointsKO-Adjacents,53
Prismatomeris_fragrans,4,4,0,Points-PointsKO-Adjacents,30
Prismatomeris_glabra,3,0,3,Points-PointsKO-Adjacents,27
Prismatomeris_griffithii,3,3,0,Points-PointsKO-Adjacents,27
Prismatomeris_kinabaluensis,2,2,0,Points-PointsKO-Adjacents,12
Prismatomeris_robusta,3,3,0,Points-PointsKO-Adjacents,27
Prismatomeris_tetrandra,34,5,29,Points-PointsKO-Adjacents,290
Pristimera_andongensis,30,0,30,Points-PointsKO-Adjacents,219
Pristimera_nervosa,82,0,82,Points-PointsKO-Adjacents,612
Pritchardia_arecina,1,1,0,Points-PointsKO-Adjacents,8
Pritchardia_bakeri,2,2,0,Points-PointsKO-Adjacents,8
Pritchardia_beccariana,3,3,0,Points-PointsKO-Adjacents,24
Pritchardia_flynnii,0,0,0,NA,0
Pritchardia_forbesiana,2,2,0,Points-PointsKO-Adjacents,9
Pritchardia_glabrata,1,1,0,Points-PointsKO-Adjacents,8
Pritchardia_gordonii,NA,NA,NA,NA,NA
Pritchardia_hardyi,0,0,0,NA,0
Pritchardia_hillebrandii,3,2,1,Points-PointsKO-Adjacents,20
Pritchardia_kaalae,0,0,0,NA,0
Pritchardia_kahukuensis,1,1,0,Points-PointsKO-Adjacents,8
Pritchardia_lanigera,0,0,0,NA,0
Pritchardia_lowreyana,0,0,0,NA,0
Pritchardia_maideniana,6,0,6,Points-PointsKO-Adjacents,36
Pritchardia_martii,5,0,5,Points-PointsKO-Adjacents,20
Pritchardia_minor,1,1,0,Points-PointsKO-Adjacents,8
Pritchardia_mitiaroana,0,0,0,NA,0
Pritchardia_munroi,1,1,0,Points-PointsKO-Adjacents,9
Pritchardia_napaliensis,1,1,0,Points-PointsKO-Adjacents,6
Pritchardia_pacifica,0,0,0,NA,0
Pritchardia_perlmanii,0,0,0,NA,0
Pritchardia_remota,0,0,0,NA,0
Pritchardia_schattaueri,0,0,0,NA,0
Pritchardia_thurstonii,0,0,0,NA,0
Pritchardia_viscosa,0,0,0,NA,0
Pritchardia_vuylstekeana,1,1,0,Points-PointsKO-Adjacents,4
Pritchardia_waialealeana,2,2,0,Points-PointsKO-Adjacents,18
Pritchardia_woodii,NA,NA,NA,NA,NA
Prockia_costaricensis,19,11,8,Points-PointsKO-Adjacents,56
Prockia_crucis,1569,1302,267,Alphahull-PointsKO-Adjacents,68196
Prockia_flava,11,7,4,Points-PointsKO-Adjacents,48
Prockia_pentamera,10,3,7,Points-PointsKO-Adjacents,81
Prockiopsis_grandis,3,3,0,Points-PointsKO-Adjacents,11
Prockiopsis_hildebrandtii,25,14,11,Points-PointsKO-Adjacents,125
Prockiopsis_orientalis,2,2,0,Points-PointsKO-Adjacents,18
Prockiopsis_razakamalalae,3,3,0,Points-PointsKO-Adjacents,26
Prosopis_abbreviata,12,6,6,Points-PointsKO-Adjacents,107
Prosopis_affinis,153,124,29,Alphahull-PointsKO-Adjacents,10178
Prosopis_africana,888,830,58,Alphahull-PointsKO-Adjacents,9696
Prosopis_alba,210,174,36,Alphahull-PointsKO-Adjacents,12892
Prosopis_alpataco,27,10,17,Points-PointsKO-Adjacents,234
Prosopis_articulata,108,79,29,Alphahull-PointsKO-Adjacents,974
Prosopis_caldenia,26,13,13,Points-PointsKO-Adjacents,234
Prosopis_chilensis,359,274,85,Alphahull-PointsKO-Adjacents,16332
Prosopis_cineraria,11,2,9,Points-PointsKO-Adjacents,83
Prosopis_elata,56,37,19,Alphahull-PointsKO-Adjacents,3083
Prosopis_farcta,563,475,88,Alphahull-PointsKO-Adjacents,515
Prosopis_ferox,36,0,36,Points-PointsKO-Adjacents,254
Prosopis_fiebrigii,9,3,6,Points-PointsKO-Adjacents,72
Prosopis_flexuosa,118,60,58,Alphahull-PointsKO-Adjacents,5214
Prosopis_glandulosa,6797,6506,291,Alphahull-PointsKO-Adjacents,34297
Prosopis_globosa,2,2,0,Points-PointsKO-Adjacents,18
Prosopis_hassleri,39,24,15,Alphahull-PointsKO-Adjacents,2317
Prosopis_juliflora,781,568,213,Alphahull-PointsKO-Adjacents,28078
Prosopis_koelziana,1,1,0,Points-PointsKO-Adjacents,9
Prosopis_kuntzei,116,95,21,Alphahull-PointsKO-Adjacents,7620
Prosopis_laevigata,726,653,73,Alphahull-PointsKO-Adjacents,9225
Prosopis_nigra,198,166,32,Alphahull-PointsKO-Adjacents,13635
Prosopis_nuda,18,8,10,Points-PointsKO-Adjacents,133
Prosopis_pallida,98,72,26,Alphahull-PointsKO-Adjacents,1656
Prosopis_palmeri,78,0,78,Points-PointsKO-Adjacents,296
Prosopis_pubescens,271,217,54,Alphahull-PointsKO-Adjacents,4996
Prosopis_rojasiana,9,5,4,Points-PointsKO-Adjacents,63
Prosopis_rubriflora,31,23,8,Alphahull-PointsKO-Adjacents,514
Prosopis_ruscifolia,157,122,35,Alphahull-PointsKO-Adjacents,8879
Prosopis_sericantha,61,42,19,Alphahull-PointsKO-Adjacents,3655
Prosopis_tamarugo,29,19,10,Points-PointsKO-Adjacents,139
Prosopis_tamaulipana,34,19,15,Points-PointsKO-Adjacents,208
Prosopis_torquata,57,43,14,Alphahull-PointsKO-Adjacents,3683
Prosopis_velutina,745,694,51,Alphahull-PointsKO-Adjacents,5896
Prosopis_vinalillo,66,45,21,Alphahull-PointsKO-Adjacents,4533
Protea_angolensis,38,11,27,Points-PointsKO-Adjacents,295
Protea_aurea,74,0,74,Points-PointsKO-Adjacents,304
Protea_caffra,17,5,12,Points-PointsKO-Adjacents,79
Protea_comptonii,7,2,5,Points-PointsKO-Adjacents,51
Protea_curvata,5,5,0,Points-PointsKO-Adjacents,37
Protea_eximia,130,0,130,Points-PointsKO-Adjacents,525
Protea_flavopilosa,2,2,0,Points-PointsKO-Adjacents,14
Protea_gaguedi,136,76,60,Alphahull-PointsKO-Adjacents,2963
Protea_glabra,44,36,8,Alphahull-PointsKO-Adjacents,317
Protea_lacticolor,21,12,9,Points-PointsKO-Adjacents,114
Protea_laetans,34,21,13,Alphahull-PointsKO-Adjacents,386
Protea_lanceolata,37,25,12,Alphahull-PointsKO-Adjacents,149
Protea_laurifolia,135,120,15,Alphahull-PointsKO-Adjacents,810
Protea_lorifolia,131,115,16,Alphahull-PointsKO-Adjacents,632
Protea_madiensis,250,149,101,Alphahull-PointsKO-Adjacents,9323
Protea_mundii,79,57,22,Alphahull-PointsKO-Adjacents,480
Protea_nitida,205,173,32,Alphahull-PointsKO-Adjacents,922
Protea_obtusifolia,56,1,55,Points-PointsKO-Adjacents,198
Protea_petiolaris,18,0,18,Points-PointsKO-Adjacents,156
Protea_punctata,96,82,14,Alphahull-PointsKO-Adjacents,516
Protea_repens,277,227,50,Alphahull-PointsKO-Adjacents,1414
Protea_roupelliae,161,137,24,Alphahull-PointsKO-Adjacents,3470
Protea_rubrobracteata,8,3,5,Points-PointsKO-Adjacents,66
Protea_rubropilosa,15,8,7,Points-PointsKO-Adjacents,103
Protea_rupestris,4,4,0,Points-PointsKO-Adjacents,36
Protea_welwitschii,122,64,58,Alphahull-PointsKO-Adjacents,3130
Protium_aidanianum,17,14,3,Points-PointsKO-Adjacents,113
Protium_altsonii,331,249,82,Alphahull-PointsKO-Adjacents,40203
Protium_amazonicum,417,342,75,Alphahull-PointsKO-Adjacents,36134
Protium_amplum,50,32,18,Alphahull-PointsKO-Adjacents,736
Protium_apiculatum,399,342,57,Alphahull-PointsKO-Adjacents,33967
Protium_aracouchini,1220,1092,128,Alphahull-PointsKO-Adjacents,74425
Protium_araguense,3,3,0,Points-PointsKO-Adjacents,27
Icica_attenuata,9,3,6,Points-PointsKO-Adjacents,23
Protium_bahianum,132,83,49,Alphahull-PointsKO-Adjacents,956
Protium_beandou,26,12,14,Points-PointsKO-Adjacents,102
Protium_boomii,8,3,5,Points-PointsKO-Adjacents,54
Protium_brasiliense,224,180,44,Alphahull-PointsKO-Adjacents,7036
Protium_calanense,136,102,34,Alphahull-PointsKO-Adjacents,6332
Protium_calendulinum,89,43,46,Alphahull-PointsKO-Adjacents,6774
Protium_carana,1,1,0,Points-PointsKO-Adjacents,9
Protium_carnosum,86,45,41,Alphahull-PointsKO-Adjacents,3114
Protium_carolense,38,28,10,Alphahull-PointsKO-Adjacents,744
Protium_colombianum,57,41,16,Alphahull-PointsKO-Adjacents,1002
Protium_confusum,307,273,34,Alphahull-PointsKO-Adjacents,3984
Protium_copal,89,81,8,Alphahull-PointsKO-Adjacents,992
Protium_costaricense,149,131,18,Alphahull-PointsKO-Adjacents,836
Protium_cranipyrenum,28,16,12,Points-PointsKO-Adjacents,171
Protium_crassipetalum,211,156,55,Alphahull-PointsKO-Adjacents,18172
Protium_crenatum,71,35,36,Alphahull-PointsKO-Adjacents,4351
Protium_cubense,15,4,11,Points-PointsKO-Adjacents,87
Protium_cuneatum,67,37,30,Alphahull-PointsKO-Adjacents,1911
Protium_dawsonii,17,4,13,Points-PointsKO-Adjacents,64
Protium_decandrum,388,312,76,Alphahull-PointsKO-Adjacents,43810
Protium_demerarense,50,26,24,Alphahull-PointsKO-Adjacents,1597
Protium_divaricatum,304,235,69,Alphahull-PointsKO-Adjacents,26227
Protium_ecuadorense,67,46,21,Alphahull-PointsKO-Adjacents,740
Protium_elegans,38,17,21,Points-PointsKO-Adjacents,266
Protium_ferrugineum,195,154,41,Alphahull-PointsKO-Adjacents,18872
Protium_fragrans,2,2,0,Points-PointsKO-Adjacents,17
Protium_gallicum,11,8,3,Points-PointsKO-Adjacents,82
Protium_gallosum,156,115,41,Alphahull-PointsKO-Adjacents,9388
Protium_giganteum,203,146,57,Alphahull-PointsKO-Adjacents,18103
Protium_glabrescens,242,187,55,Alphahull-PointsKO-Adjacents,19635
Protium_glabrum,324,294,30,Alphahull-PointsKO-Adjacents,2100
Protium_glaucum,6,0,6,Points-PointsKO-Adjacents,54
Protium_grandifolium,221,150,71,Alphahull-PointsKO-Adjacents,13567
Protium_guacayanum,11,0,11,Points-PointsKO-Adjacents,75
Protium_guianense,391,301,90,Alphahull-PointsKO-Adjacents,36869
Protium_hebetatum,283,226,57,Alphahull-PointsKO-Adjacents,16203
Protium_heptaphyllum,3822,3591,231,Alphahull-PointsKO-Adjacents,129025
Protium_icicariba,165,121,44,Alphahull-PointsKO-Adjacents,1397
Protium_inodorum,5,5,0,Points-PointsKO-Adjacents,27
Protium_kleinii,141,109,32,Alphahull-PointsKO-Adjacents,961
Protium_laxiflorum,78,33,45,Alphahull-PointsKO-Adjacents,2649
Protium_leptostachyum,91,0,91,Points-PointsKO-Adjacents,686
Protium_llanorum,196,165,31,Alphahull-PointsKO-Adjacents,14316
Protium_macrocarpum,38,8,30,Points-PointsKO-Adjacents,281
Protium_macrophyllum,28,18,10,Points-PointsKO-Adjacents,181
Protium_macrosepalum,8,4,4,Points-PointsKO-Adjacents,41
Protium_madagascariense,80,57,23,Alphahull-PointsKO-Adjacents,818
Protium_melinonis,0,0,0,NA,0
Protium_meridionale,60,0,60,Points-PointsKO-Adjacents,374
Protium_minutiflorum,3,3,0,Points-PointsKO-Adjacents,25
Protium_montanum,87,71,16,Alphahull-PointsKO-Adjacents,492
Protium_morii,39,21,18,Alphahull-PointsKO-Adjacents,619
Protium_multiramiflorum,88,77,11,Alphahull-PointsKO-Adjacents,825
Protium_nitidifolium,122,78,44,Alphahull-PointsKO-Adjacents,7836
Protium_nodulosum,358,287,71,Alphahull-PointsKO-Adjacents,12452
Protium_obtusifolium,1,1,0,Points-PointsKO-Adjacents,9
Protium_occultum,25,9,16,Points-PointsKO-Adjacents,136
Protium_opacum,400,313,87,Alphahull-PointsKO-Adjacents,40458
Protium_ovatum,321,278,43,Alphahull-PointsKO-Adjacents,16507
Protium_pallidum,97,51,46,Alphahull-PointsKO-Adjacents,2065
Protium_panamense,219,192,27,Alphahull-PointsKO-Adjacents,956
Protium_paniculatum,421,370,51,Alphahull-PointsKO-Adjacents,32824
Protium_pecuniosum,46,37,9,Alphahull-PointsKO-Adjacents,86
Protium_pedicellatum,21,2,19,Points-PointsKO-Adjacents,156
Protium_pilosellum,4,4,0,Points-PointsKO-Adjacents,36
Protium_pilosissimum,226,179,47,Alphahull-PointsKO-Adjacents,26902
Protium_pilosum,70,44,26,Alphahull-PointsKO-Adjacents,2557
Protium_pittieri,96,86,10,Alphahull-PointsKO-Adjacents,535
Protium_plagiocarpium,9,6,3,Points-PointsKO-Adjacents,54
Protium_polybotryum,283,212,71,Alphahull-PointsKO-Adjacents,29008
Protium_ptarianum,5,5,0,Points-PointsKO-Adjacents,36
Protium_pullei,4,4,0,Points-PointsKO-Adjacents,34
Protium_puncticulatum,202,0,202,Points-PointsKO-Adjacents,1135
Protium_ravenii,132,0,132,Points-PointsKO-Adjacents,357
Protium_reticulatum,28,18,10,Points-PointsKO-Adjacents,209
Protium_rhynchophyllum,129,108,21,Alphahull-PointsKO-Adjacents,4541
Protium_robustum,270,207,63,Alphahull-PointsKO-Adjacents,27106
Protium_rubrum,79,41,38,Alphahull-PointsKO-Adjacents,5699
Protium_sagotianum,885,796,89,Alphahull-PointsKO-Adjacents,76328
Protium_serratum,20,0,20,Points-PointsKO-Adjacents,154
Protium_spruceanum,1080,953,127,Alphahull-PointsKO-Adjacents,84189
Protium_strumosum,93,60,33,Alphahull-PointsKO-Adjacents,2439
Protium_subserratum,383,310,73,Alphahull-PointsKO-Adjacents,34760
Protium_tenuifolium,163,131,32,Alphahull-PointsKO-Adjacents,1268
Protium_tovarense,84,61,23,Alphahull-PointsKO-Adjacents,2405
Protium_trifoliolatum,511,435,76,Alphahull-PointsKO-Adjacents,43697
Protium_unifoliolatum,764,699,65,Alphahull-PointsKO-Adjacents,61385
Protium_urophyllidium,36,11,25,Points-PointsKO-Adjacents,260
Protium_veneralense,16,9,7,Points-PointsKO-Adjacents,122
Protium_vestitum,9,4,5,Points-PointsKO-Adjacents,72
Protium_widgrenii,191,146,45,Alphahull-PointsKO-Adjacents,4181
Protium_yunnanense,1,1,0,Points-PointsKO-Adjacents,9
Protomegabaria_meiocarpa,6,0,6,Points-PointsKO-Adjacents,54
Protomegabaria_stapfiana,163,120,43,Alphahull-PointsKO-Adjacents,2078
Protorhus_longifolia,57,53,4,Alphahull-PointsKO-Adjacents,83551
Prumnopitys_andina,123,90,33,Alphahull-PointsKO-Adjacents,1446
Prumnopitys_exigua,69,0,69,Points-PointsKO-Adjacents,225
Prumnopitys_ferruginea,11680,11580,100,Alphahull-PointsKO-Adjacents,4669
Prumnopitys_ferruginoides,34,22,12,Alphahull-PointsKO-Adjacents,95
Prumnopitys_harmsiana,68,27,41,Alphahull-PointsKO-Adjacents,581
Prumnopitys_ladei,37,31,6,Alphahull-PointsKO-Adjacents,37
Prumnopitys_montana,153,108,45,Alphahull-PointsKO-Adjacents,2509
Prumnopitys_standleyi,30,26,4,Alphahull-PointsKO-Adjacents,29
Prumnopitys_taxifolia,2753,2656,97,Alphahull-PointsKO-Adjacents,4393
Prunus_accumulans,21,9,12,Points-PointsKO-Adjacents,180
Prunus_adenopoda,0,0,0,NA,0
Prunus_africana,287,188,99,Alphahull-PointsKO-Adjacents,16056
Prunus_alabamensis,58,0,58,Points-PointsKO-Adjacents,397
Prunus_alleghaniensis,37,24,13,Alphahull-PointsKO-Adjacents,411
Prunus_americana,2146,1730,416,Alphahull-PointsKO-Adjacents,64328
Prunus_amplifolia,74,41,33,Alphahull-PointsKO-Adjacents,875
Prunus_angustifolia,976,787,189,Alphahull-PointsKO-Adjacents,30335
Prunus_annularis,85,71,14,Alphahull-PointsKO-Adjacents,248
Prunus_arabica,22,0,22,Points-PointsKO-Adjacents,139
Prunus_arborea,52,22,30,Alphahull-PointsKO-Adjacents,1383
Prunus_armeniaca,761,363,398,Alphahull-PointsKO-Adjacents,23909
Prunus_avium,61592,50812,10780,Alphahull-PointsKO-Adjacents,73738
Prunus_axitliana,16,5,11,Points-PointsKO-Adjacents,90
Prunus_beccarii,4,0,4,Points-PointsKO-Adjacents,36
Prunus_bokhariensis,0,0,0,NA,0
Prunus_brachybotrya,507,450,57,Alphahull-PointsKO-Adjacents,7929
Prunus_brachypoda,30,10,20,Points-PointsKO-Adjacents,237
Prunus_bracteopadus,0,0,0,NA,0
Prunus_brasiliensis,137,100,37,Alphahull-PointsKO-Adjacents,8969
Prunus_brigantina,84,78,6,Alphahull-PointsKO-Adjacents,250
Prunus_brittoniana,42,27,15,Alphahull-PointsKO-Adjacents,156
Prunus_buergeriana,359,200,159,Alphahull-PointsKO-Adjacents,13010
Prunus_buxifolia,9,4,5,Points-PointsKO-Adjacents,60
Prunus_campanulata,198,0,198,Points-PointsKO-Adjacents,756
Prunus_caroliniana,519,333,186,Alphahull-PointsKO-Adjacents,10788
Prunus_caudata,2,1,1,Points-PointsKO-Adjacents,18
Prunus_cerasifera,187,101,86,Alphahull-PointsKO-Adjacents,6096
Prunus_cerasoides,96,61,35,Alphahull-PointsKO-Adjacents,3548
Prunus_cerasus,15320,11689,3631,Alphahull-PointsKO-Adjacents,65190
Prunus_ceylanica,0,0,0,NA,0
Prunus_chamissoana,18,4,14,Points-PointsKO-Adjacents,132
Prunus_chiapensis,3,3,0,Points-PointsKO-Adjacents,27
Prunus_choreiana,NA,NA,NA,NA,NA
Prunus_clarofolia,57,31,26,Alphahull-PointsKO-Adjacents,3099
Prunus_clementis,5,5,0,Points-PointsKO-Adjacents,41
Prunus_cocomilia,30,0,30,Points-PointsKO-Adjacents,198
Prunus_compacta,3,3,0,Points-PointsKO-Adjacents,25
Prunus_conadenia,35,24,11,Alphahull-PointsKO-Adjacents,774
Prunus_conradinae,64,38,26,Alphahull-PointsKO-Adjacents,4632
Prunus_consociiflora,8,1,7,Points-PointsKO-Adjacents,68
Prunus_cornuta,31,5,26,Points-PointsKO-Adjacents,249
Prunus_cortapico,55,29,26,Alphahull-PointsKO-Adjacents,467
Prunus_costata,24,6,18,Points-PointsKO-Adjacents,196
Prunus_crassifolia,2,2,0,Points-PointsKO-Adjacents,18
Prunus_cyclamina,10,2,8,Points-PointsKO-Adjacents,90
Prunus_davidiana,33,0,33,Points-PointsKO-Adjacents,297
Prunus_dawyckensis,0,0,0,NA,0
Prunus_debilis,238,183,55,Alphahull-PointsKO-Adjacents,5106
Prunus_detrita,17,5,12,Points-PointsKO-Adjacents,110
Prunus_dielsiana,14,1,13,Points-PointsKO-Adjacents,120
Prunus_discadenia,17,0,17,Points-PointsKO-Adjacents,135
Prunus_discoidea,2,2,0,Points-PointsKO-Adjacents,18
Prunus_dolichobotrys,57,34,23,Alphahull-PointsKO-Adjacents,1725
Prunus_domestica,18535,14966,3569,Alphahull-PointsKO-Adjacents,64817
Prunus_douglasii,2,2,0,Points-PointsKO-Adjacents,18
Prunus_emarginata,1929,1784,145,Alphahull-PointsKO-Adjacents,26999
Cerasus_x_eminens,39,0,39,Points-PointsKO-Adjacents,195
Prunus_eremophila,8,6,2,Points-PointsKO-Adjacents,15
Prunus_espinozana,2,2,0,Points-PointsKO-Adjacents,9
Prunus_fenzliana,16,11,5,Points-PointsKO-Adjacents,65
Prunus_fordiana,18,3,15,Points-PointsKO-Adjacents,128
Prunus_fortunensis,83,72,11,Alphahull-PointsKO-Adjacents,201
Prunus_fragrans,1,1,0,Points-PointsKO-Adjacents,9
Prunus_fremontii,316,295,21,Alphahull-PointsKO-Adjacents,582
Prunus_fruticosa,195,119,76,Alphahull-PointsKO-Adjacents,3283
Prunus_gazelle-peninsulae,47,31,16,Alphahull-PointsKO-Adjacents,652
Prunus_glabrifolia,1,1,0,Points-PointsKO-Adjacents,9
Prunus_grayana,669,420,249,Alphahull-PointsKO-Adjacents,5368
Prunus_grisea,98,42,56,Alphahull-PointsKO-Adjacents,1352
Prunus_guanaiensis,33,11,22,Points-PointsKO-Adjacents,279
Prunus_guatemalensis,9,4,5,Points-PointsKO-Adjacents,54
Prunus_henryi,46,30,16,Alphahull-PointsKO-Adjacents,995
Prunus_herthae,13,7,6,Points-PointsKO-Adjacents,65
Prunus_hortulana,256,169,87,Alphahull-PointsKO-Adjacents,7647
Prunus_huantensis,72,47,25,Alphahull-PointsKO-Adjacents,528
Prunus_hypotricha,17,0,17,Points-PointsKO-Adjacents,153
Prunus_ilicifolia,882,698,184,Alphahull-PointsKO-Adjacents,2091
Prunus_integrifolia,192,136,56,Alphahull-PointsKO-Adjacents,2973
Prunus_javanica,14,1,13,Points-PointsKO-Adjacents,102
Prunus_jenkinsii,6,0,6,Points-PointsKO-Adjacents,45
Prunus_kinabaluensis,0,0,0,NA,0
Prunus_lamponga,1,1,0,Points-PointsKO-Adjacents,9
Prunus_lancilimba,1,1,0,Points-PointsKO-Adjacents,9
Prunus_laurocerasus,21,13,8,Points-PointsKO-Adjacents,131
Prunus_laxinervis,2,2,0,Points-PointsKO-Adjacents,18
Prunus_ledebouriana,0,0,0,NA,0
Prunus_ligustrina,5,5,0,Points-PointsKO-Adjacents,45
Prunus_litigiosa,42,15,27,Points-PointsKO-Adjacents,338
Prunus_littlei,24,11,13,Points-PointsKO-Adjacents,195
Prunus_lundelliana,33,19,14,Points-PointsKO-Adjacents,202
Prunus_lusitanica,337,279,58,Alphahull-PointsKO-Adjacents,6476
Prunus_lyonii,148,111,37,Alphahull-PointsKO-Adjacents,256
Prunus_maackii,6,0,6,Points-PointsKO-Adjacents,54
Prunus_mahaleb,9355,7875,1480,Alphahull-PointsKO-Adjacents,45099
Prunus_malayana,0,0,0,NA,0
Prunus_mandshurica,6,1,5,Points-PointsKO-Adjacents,54
Prunus_marsupialis,6,0,6,Points-PointsKO-Adjacents,52
Prunus_maximowiczii,162,0,162,Points-PointsKO-Adjacents,616
Prunus_megacarpa,3,3,0,Points-PointsKO-Adjacents,27
Prunus_mexicana,856,652,204,Alphahull-PointsKO-Adjacents,21826
Prunus_microcarpa,31,6,25,Points-PointsKO-Adjacents,201
Prunus_mira,20,10,10,Points-PointsKO-Adjacents,162
Prunus_mirabilis,3,3,0,Points-PointsKO-Adjacents,12
Prunus_moritziana,25,11,14,Points-PointsKO-Adjacents,169
Prunus_mugus,22,16,6,Points-PointsKO-Adjacents,122
Prunus_mume,96,36,60,Alphahull-PointsKO-Adjacents,2245
Prunus_munsoniana,261,0,261,Points-PointsKO-Adjacents,1874
Prunus_muris,20,8,12,Points-PointsKO-Adjacents,153
Prunus_myrtifolia,1824,1608,216,Alphahull-PointsKO-Adjacents,28657
Prunus_napaulensis,50,21,29,Alphahull-PointsKO-Adjacents,2417
Prunus_nigra,267,0,267,Points-PointsKO-Adjacents,2057
Prunus_oblonga,8,3,5,Points-PointsKO-Adjacents,41
Prunus_obtusata,132,86,46,Alphahull-PointsKO-Adjacents,5421
Prunus_occidentalis,155,0,155,Points-PointsKO-Adjacents,866
Prunus_oleifolia,53,34,19,Alphahull-PointsKO-Adjacents,379
Prunus_oligantha,25,13,12,Points-PointsKO-Adjacents,136
Prunus_omissa,1,1,0,Points-PointsKO-Adjacents,9
Prunus_oocarpa,7,2,5,Points-PointsKO-Adjacents,44
Prunus_opaca,101,72,29,Alphahull-PointsKO-Adjacents,1981
Prunus_padus,63288,54773,8515,Alphahull-PointsKO-Adjacents,75946
Prunus_patentipila,6,1,5,Points-PointsKO-Adjacents,54
Prunus_pearcei,22,12,10,Points-PointsKO-Adjacents,100
Prunus_pensylvanica,3245,2885,360,Alphahull-PointsKO-Adjacents,63560
Prunus_persica,18,11,7,Points-PointsKO-Adjacents,151
Prunus_perulata,23,11,12,Points-PointsKO-Adjacents,183
Prunus_petunnikowii,2,2,0,Points-PointsKO-Adjacents,18
Prunus_phaeosticta,524,446,78,Alphahull-PointsKO-Adjacents,10528
Prunus_pilosiuscula,44,19,25,Points-PointsKO-Adjacents,350
Prunus_pleiantha,31,16,15,Points-PointsKO-Adjacents,150
Prunus_pleiocerasus,8,2,6,Points-PointsKO-Adjacents,72
Prunus_pleuradenia,2,2,0,Points-PointsKO-Adjacents,14
Prunus_pogonostyla,30,21,9,Alphahull-PointsKO-Adjacents,439
Prunus_polystachya,7,0,7,Points-PointsKO-Adjacents,39
Prunus_polytricha,21,6,15,Points-PointsKO-Adjacents,189
Prunus_prostrata,409,349,60,Alphahull-PointsKO-Adjacents,3106
Prunus_pseudocerasus,21,1,20,Points-PointsKO-Adjacents,189
Prunus_pulgarensis,0,0,0,NA,0
Prunus_pusilliflora,8,0,8,Points-PointsKO-Adjacents,63
Prunus_pygeoides,2,2,0,Points-PointsKO-Adjacents,18
Prunus_ramburii,257,245,12,Alphahull-PointsKO-Adjacents,148
Prunus_ravenii,4,4,0,Points-PointsKO-Adjacents,36
Prunus_rhamnoides,192,153,39,Alphahull-PointsKO-Adjacents,3340
Prunus_rigida,29,18,11,Points-PointsKO-Adjacents,247
Prunus_rotunda,25,7,18,Points-PointsKO-Adjacents,197
Prunus_rubiginosa,2,2,0,Points-PointsKO-Adjacents,17
Prunus_rufa,7,0,7,Points-PointsKO-Adjacents,57
Prunus_ruiziana,6,0,6,Points-PointsKO-Adjacents,54
Prunus_salasii,24,12,12,Points-PointsKO-Adjacents,173
Prunus_salicina,202,156,46,Alphahull-PointsKO-Adjacents,21650
Prunus_samydoides,79,62,17,Alphahull-PointsKO-Adjacents,323
Prunus_sargentii,193,146,47,Alphahull-PointsKO-Adjacents,2540
Prunus_schlechteri,68,40,28,Alphahull-PointsKO-Adjacents,1250
Prunus_schneideriana,6,0,6,Points-PointsKO-Adjacents,54
Prunus_serotina,39306,36224,3082,Alphahull-PointsKO-Adjacents,141890
Prunus_serrula,59,42,17,Alphahull-PointsKO-Adjacents,1310
Prunus_serrulata,551,321,230,Alphahull-PointsKO-Adjacents,3239
Prunus_setulosa,8,1,7,Points-PointsKO-Adjacents,72
Prunus_sibirica,10,0,10,Points-PointsKO-Adjacents,86
Prunus_simonii,0,0,0,NA,0
Prunus_sogdiana,88,30,58,Alphahull-PointsKO-Adjacents,925
Prunus_spinosa,7472,6413,1059,Alphahull-PointsKO-Adjacents,32386
Prunus_spinosissima,7,0,7,Points-PointsKO-Adjacents,54
Prunus_spinulosa,193,119,74,Alphahull-PointsKO-Adjacents,6356
Prunus_ssiori,51,28,23,Alphahull-PointsKO-Adjacents,564
